Symbol,Company Name,Industry,Prior Close,5 Day Chg_x by %,4 Week Chg_x by %,52 Week Chg by %,Refinitiv,Argus Analyst,Argus A6 Quantitative,MarketEdge,Morgan Stanley,SmartConsensus,TipRanks Analyst Consensus,TipRanks Blogger Sentiment,Vs. S&P 500 4 Weeks by %,Vs. S&P 500 13 Weeks by %,Vs. S&P 500 52 Weeks by %,P/E Ratio (TTM)* by x,Price/Sales Ratio by x,Price/Book Ratio by x,Price/Cash Flow by x,Debt to Capital by x,Return on Equity by %,Return on Assets by %,EPS Growth CFY* by %,EPS Growth NFY* by %,Revenue Growth CFY* by %,Revenue Growth NFY* by %,Dividend Yield by %,Dividend Growth 5 Year by %
MLTX,MoonLake Immunotherapeutics,Biotechnology & Medical Research,39.15,2.26,-1.00,-7.00,1,0,,1,0,0,1,1,-8.35,-4.21,-12.34,--,0.00,6.00,0.00,15.04,-30.57,-27.49,0.00,0.00,0.00,0.00,0.00,0.00
MORN,Morningstar Inc,Professional & Commercial Services  ,278.74,-1.09,-5.00,-2.00,0,0,0,1,0,1,0.5,1,2.93,-1.81,-6.88,34.43,5.60,8.10,21.84,33.31,25.68,11.55,14.83,15.67,5.80,8.27,0.59,7.94
MPAA,Motorcar Parts of America Inc,Automobiles & Auto Parts,8.87,5.44,-2.00,60.00,0,0,-1,1,0,-1,,1,13.42,19.08,107.02,--,0.30,0.85,0.00,33.11,-6.40,-1.79,29.27,200.00,5.20,5.96,0.00,0.00
MSGM,Motorsport Games Inc,Software & IT Services,2.65,21.14,116.00,-7.00,0,0,,1,0,0,,,16.09,141.90,-0.11,544.79,2.32,17.85,9.08,0.94,-31.58,-4.31,0.00,0.00,0.00,0.00,0.00,0.00
MLAC,Mountain Lake Acquisition Corp,Holding Companies,10.11,0.10,0.00,0.00,0,0,,0,0,,,,-5.37,6.71,0.00,--,0.00,1.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MOVE,Movano Inc,Healthcare Equipment & Supplies,0.84,-40.38,-56.00,-88.00,-1,0,,0,0,,0.5,,-33.09,-87.04,-91.06,--,4.31,0.58,0.00,0.47,-439.23,-228.79,0.00,0.00,0.00,0.00,0.00,0.00
COOP,Mr Cooper Group Inc,Banking Services,115.26,-1.70,12.00,48.00,0,0,0,1,0,0,0.5,0,2.81,22.32,38.81,14.47,3.67,1.67,12.95,71.59,12.39,3.47,27.39,16.65,17.42,11.70,0.00,0.00
MSPR,MSP Recovery Inc,Insurance,1.95,-18.24,43.00,-92.00,-1,0,,0,0,,,,-34.75,-41.07,-92.92,--,0.88,0.00,0.00,122.06,-458.99,-66.87,0.00,0.00,0.00,0.00,0.00,0.00
MULN,Mullen Automotive Inc,Automobiles & Auto Parts,0.59,7.93,500.00,-100.00,-1,0,,0,0,,,-1,-78.91,-99.97,-100.00,--,0.83,0.00,0.00,0.00,0.00,-243.35,0.00,0.00,0.00,0.00,0.00,0.00
MSAI,Multisensor AI Holdings Inc,Electronic Equipment & Parts,0.81,-4.19,-28.00,-70.00,-1,0,,0,0,,0.5,1,-2.94,-38.85,-65.58,--,4.53,2.18,0.00,0.00,-308.31,-144.18,0.00,0.00,0.00,0.00,0.00,0.00
MURA,Mural Oncology PLC,Biotechnology & Medical Research,2.61,8.70,120.00,-27.00,0,0,,0,0,,0.5,,-2.20,-31.76,-33.74,--,0.00,0.44,0.00,0.00,-76.27,-66.10,0.00,0.00,0.00,0.00,0.00,0.00
MRNO,Murano Global Investments Plc,Real Estate Operations,10.10,-6.49,-4.00,27.00,0,0,,0,0,,,,-7.13,-12.32,-21.66,--,21.17,2.97,0.00,68.61,-54.72,-17.26,0.00,0.00,0.00,0.00,0.00,0.00
MBIO,Mustang Bio Inc,Biotechnology & Medical Research,1.16,13.27,-8.00,-92.00,0,0,,0,0,,,,-3.09,-53.94,-90.31,--,0.00,1.20,0.00,0.00,0.00,-72.63,0.00,0.00,0.00,0.00,0.00,0.00
MVBF,MVB Financial Corp,Banking Services,16.62,2.04,-4.00,-15.00,1,0,,0,0,,0.5,,6.74,4.61,-8.29,13.03,1.67,0.79,10.78,0.00,6.38,0.59,-22.22,65.55,-7.41,14.06,3.58,28.38
MYSZ,My Size Inc,Software & IT Services,1.31,6.96,-24.00,-63.00,0,0,,0,0,,,1,-21.44,-32.21,-73.71,--,0.57,0.43,0.00,3.37,-82.58,-52.38,0.00,0.00,0.00,0.00,0.00,0.00
MYRG,MYR Group Inc,Construction & Engineering,122.95,-3.94,6.00,-27.00,0,0,1,1,0,0,1,1,22.22,29.00,-9.47,72.08,0.72,4.44,24.34,14.07,5.71,2.23,249.73,18.91,3.40,5.50,0.00,0.00
MYGN,Myriad Genetics Inc,Healthcare Equipment & Supplies,7.50,-4.38,-16.00,-59.00,0,0,-1,-1,0,-1,0,1,-49.94,-72.53,-85.12,--,0.44,0.51,0.00,7.76,-13.84,-9.58,0.00,0.00,-3.23,6.81,0.00,0.00
NITO,N2OFF Inc,Chemicals,0.25,-16.62,-1.00,-77.00,-1,0,,0,0,,,,13.75,-59.22,-72.13,--,31.85,1.27,0.00,17.12,-115.63,-84.83,0.00,0.00,0.00,0.00,0.00,0.00
NAAS,Naas Technology Inc (ADR),Electrical Utilities & IPPs,1.45,-6.06,-38.00,-98.00,-1,0,,0,1,,,1,-47.08,-76.65,-96.78,--,0.27,0.00,0.00,124.52,0.00,-56.38,0.00,0.00,0.00,0.00,0.00,0.00
NETD,Nabors Energy Transition Corp II,Holding Companies,11.01,0.18,1.00,5.00,0,0,,0,0,,,,-5.94,5.87,-4.94,46.61,0.00,1.32,37.28,0.95,2.88,2.74,0.00,0.00,0.00,0.00,0.00,0.00
NNDM,Nano Dimension Ltd - ADR,Electronic Equipment & Parts,1.64,1.92,-2.00,-33.00,0,0,,0,0,,,1,-3.69,-27.92,-44.45,--,5.98,0.41,0.00,1.26,-10.24,-9.86,0.00,0.00,0.00,0.00,0.00,0.00
,Nano Labs Ltd,Semiconductors & Semiconductor Equipment ,5.02,-12.11,7.00,1.00,0,0,,0,0,,,-1,-29.11,-42.26,-37.94,--,11.18,1.81,0.00,45.45,-104.78,-24.74,0.00,0.00,0.00,0.00,0.00,0.00
NNE,Nano Nuclear Energy Inc,Electrical Utilities & IPPs,23.86,5.75,-14.00,0.00,0,0,,0,0,,0.5,1,12.30,-5.75,537.28,--,0.00,7.78,0.00,0.00,-45.55,-42.77,0.00,0.00,0.00,0.00,0.00,0.00
NNOX,Nano-X Imaging Ltd,Healthcare Equipment & Supplies,5.15,-3.85,0.00,-41.00,-1,0,,0.5,0,-1,1,0,-7.53,-14.26,-45.10,--,29.61,1.77,0.00,1.59,-27.83,-24.97,0.00,0.00,0.00,0.00,0.00,0.00
NBTX,Nanobiotix SA - ADR,Biotechnology & Medical Research,3.19,-0.31,-13.00,-45.00,0,0,,0,0,,0.5,,4.09,-3.00,-46.56,--,0.00,0.00,0.00,0.00,0.00,-84.47,0.00,0.00,0.00,0.00,0.00,0.00
NAOV,NanoVibronix Inc,Healthcare Equipment & Supplies,4.75,-23.78,37.00,-38.00,0,0,,0,0,,,,-82.66,-73.05,-87.67,--,1.10,0.06,0.00,0.00,-160.56,-71.92,0.00,0.00,0.00,0.00,0.00,0.00
NSSC,Napco Security Technologies Inc,Communications & Networking,22.78,3.11,-1.00,-48.00,0,0,,1,0,0,0.5,1,17.47,18.81,-45.70,23.19,5.61,6.29,21.36,0.00,27.48,23.50,-15.67,3.54,-7.24,6.02,1.97,0.00
NDAQ,Nasdaq Inc,Investment Banking & Investment Services,75.10,-0.09,1.00,25.00,0,1,1,1,0,0,0.5,1,2.01,3.03,18.13,36.83,5.97,4.04,24.64,44.66,11.43,4.19,13.48,11.25,8.49,6.96,1.33,8.80
NTRA,Natera Inc,Healthcare Providers & Services,152.99,2.06,7.00,68.00,0,0,,1,1,0,1,1,-7.33,-5.07,27.65,--,11.37,16.72,0.00,6.09,-18.66,-11.86,-42.48,58.26,17.16,16.26,0.00,0.00
NATH,Nathan's Famous Inc,Hotels & Entertainment Services,98.19,-1.23,1.00,49.00,1,0,,0.5,0,0,,1,0.05,6.77,35.30,17.62,2.85,0.00,16.93,159.22,0.00,51.73,0.00,0.00,0.00,0.00,1.96,14.87
NKSH,National Bankshares Inc,Banking Services,25.57,-3.39,-6.00,-6.00,0,0,,0,0,,,,-6.51,-2.42,-24.02,19.07,3.46,0.99,16.60,0.00,5.66,0.49,95.97,12.35,18.22,5.93,5.62,1.67
FIZZ,National Beverage Corp,Beverages,43.46,-0.16,4.00,0.00,0,0,0,1,0,0,-0.5,0,-5.30,18.44,-6.44,22.37,3.50,10.25,20.14,0.00,40.37,28.28,5.29,3.52,-0.06,2.59,0.00,0.00
NCMI,"National CineMedia, Inc.",Media & Publishing,5.89,-2.95,5.00,32.00,-1,0,,-1,0,-1,1,0,-20.17,-24.15,-11.66,--,1.95,1.26,19.33,0.00,-4.73,-3.51,56.52,0.00,8.63,12.90,2.43,0.00
NESR,National Energy Services Reunited Corp,Oil & Gas Related Equipment and Services,6.35,-6.33,-16.00,62.00,0,0,,0,0,,0.5,,-7.75,-31.11,-41.84,--,0.00,0.66,0.00,29.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NRC^E13,National Research Corp,Professional & Commercial Services  ,10.84,-1.36,-17.00,-68.00,0,0,,0.5,0,0,,,21.05,-12.27,-59.77,13.38,2.22,10.59,10.36,68.73,72.68,18.91,0.00,0.00,0.00,0.00,3.48,-9.25
EYE,National Vision Holdings Inc,Other Specialty Retailers,12.31,0.73,-4.00,-31.00,0,0,0,1,0,0,0.5,0,44.57,58.64,10.83,--,0.80,1.77,22.33,29.28,-2.95,-1.19,0.00,0.00,0.00,0.00,0.00,0.00
NAII,Natural Alternatives International Inc,Pharmaceuticals,3.09,1.21,-13.00,-51.00,0,0,,0,0,-1,,,8.50,-15.72,-54.03,--,0.16,0.27,0.00,12.56,-10.25,-5.34,0.00,0.00,0.00,0.00,0.00,0.00
NHTC,Natural Health Trends Corp,Other Specialty Retailers,4.90,-1.49,0.00,-24.00,0,0,,-0.5,0,-1,,,-12.60,2.72,-40.76,105.11,1.25,1.73,84.34,0.00,1.44,0.84,0.00,0.00,0.00,0.00,17.28,37.97
NWGL,Nature Wood Group Ltd - ADR,Paper & Forest Products,1.49,23.36,12.00,-72.00,0,0,,0,0,,,,11.74,28.71,-38.59,--,1.30,3.07,0.00,73.69,-63.97,-18.35,0.00,0.00,0.00,0.00,0.00,0.00
NATR,Nature's Sunshine Products Inc,Food & Tobacco,11.82,-1.84,-9.00,-41.00,0,0,,1,0,0,0.5,0,17.42,8.40,-16.03,26.94,0.58,1.65,10.65,0.00,6.42,4.11,95.00,10.26,1.06,2.41,0.00,0.00
KITT,Nauticus Robotics Inc,"Machinery, Equipment & Components",1.07,-5.45,9.00,-84.00,0,0,,0,0,,,,-19.95,-18.03,-82.64,--,23.62,22.06,0.00,95.16,0.00,-266.16,0.00,0.00,0.00,0.00,0.00,0.00
NAUT,Nautilus Biotechnology Inc,Biotechnology & Medical Research,0.68,-9.46,-22.00,-72.00,-1,0,,0,0,,0.5,,3.23,-48.69,-74.29,--,0.00,0.51,0.00,0.00,-30.93,-26.60,0.00,0.00,0.00,0.00,0.00,0.00
NAVI,Navient Corp,Banking Services,12.23,-4.68,-8.00,-25.00,0,0,-1,1,0,0,0,,4.29,-1.54,-21.19,26.17,1.83,0.52,53.53,94.86,2.09,0.10,-46.00,24.07,-2.53,3.36,4.84,0.00
NVTS,Navitas Semiconductor Corp,Semiconductors & Semiconductor Equipment ,2.01,143.96,12.00,-54.00,-1,0,,1,-1,-1,0.5,1,133.56,55.53,21.04,--,13.06,2.83,0.00,0.00,-26.43,-24.17,0.00,0.00,0.00,0.00,0.00,0.00
NBBK,NB Bancorp Inc,Banking Services,17.05,-4.90,-9.00,18.00,1,0,,0,0,,0.5,,-6.72,-7.64,-0.88,14.34,2.28,0.93,14.01,85.66,6.26,0.93,36.45,23.29,0.00,0.00,0.00,0.00
NBTB,NBT Bancorp Inc,Banking Services,42.47,-5.75,-1.00,18.00,0,0,0,0.5,0,0,0.5,,-7.29,-7.47,-0.21,13.86,3.70,1.26,13.07,0.00,9.55,1.05,18.03,21.90,51.04,12.04,3.25,4.68
NCNO,nCino Inc,Software & IT Services,22.92,8.91,-20.00,-22.00,0,0,,0.5,0,-1,0.5,0,7.98,-15.02,-23.29,--,5.68,2.84,931.93,16.62,-3.54,-2.24,7.69,24.29,7.21,8.11,0.00,0.00
NCSM,NCS Multistage Holdings Inc,Oil & Gas Related Equipment and Services,30.92,-1.30,-13.00,85.00,0,0,,0,0,,,,2.40,18.33,75.75,9.97,0.48,0.79,5.25,5.93,8.71,6.78,0.00,0.00,0.00,0.00,0.00,0.00
NBIS,Nebius Group NV,Professional & Commercial Services  ,24.11,5.62,10.00,0.00,-1,0,,0,1,-1,1,1,45.09,-14.42,0.00,--,75.84,2.74,0.00,0.19,-11.97,-6.37,27.45,0.00,284.49,69.73,0.00,0.00
NKTR,Nektar Therapeutics,Biotechnology & Medical Research,0.76,-2.94,5.00,-41.00,-1,0,-1,0.5,0,-1,0.5,1,-16.07,-27.77,-65.74,--,1.41,8.94,0.00,0.00,-189.46,-39.43,-37.93,-6.25,-41.91,-7.43,0.00,0.00
NCI^J19,Neo-Concept International Grp Hldngs Ltd,Textiles & Apparel,0.38,-0.52,-24.00,-80.00,-1,0,,0,0,,,,-14.30,-25.49,-65.60,6.77,0.24,1.00,0.00,32.30,29.62,7.13,0.00,0.00,0.00,0.00,0.00,0.00
NEOG,Neogen Corp,Healthcare Equipment & Supplies,5.14,-5.64,-40.00,-57.00,0,0,-1,0.5,0,0,0.5,1,11.76,-35.44,-58.44,--,1.48,0.51,0.00,25.13,-16.71,-11.26,-17.78,8.11,-3.58,0.48,0.00,0.00
NEO,"NeoGenomics, Inc.",Healthcare Providers & Services,9.97,-7.14,7.00,-27.00,0,0,-1,0.5,0,-1,0.5,0,-32.26,-35.72,-54.20,--,1.39,1.05,0.00,37.89,-8.57,-4.79,63.64,77.78,12.84,11.24,0.00,0.00
NTHI,Neonc Technologies Holdings Inc,Biotechnology & Medical Research,5.99,1.24,-64.00,0.00,0,0,,0,0,,,,14.89,0.00,0.00,--,1680.32,0.00,0.00,0.00,0.00,-508.20,0.00,0.00,0.00,0.00,0.00,0.00
NEON,Neonode Inc,Electronic Equipment & Parts,12.83,-2.27,30.00,461.00,-1,0,,1,0,-1,,,-8.43,10.18,266.34,--,48.34,11.38,0.00,0.20,-40.61,-35.49,21.95,9.38,-13.71,28.49,0.00,0.00
NEOV,NeoVolta Inc,"Machinery, Equipment & Components",2.69,-10.59,15.00,29.00,-1,0,,0,0,,0.5,,18.18,-9.75,-11.62,--,23.02,25.60,0.00,32.04,-91.79,-75.73,0.00,0.00,0.00,0.00,0.00,0.00
NEPH,Nephros Inc,Professional & Commercial Services  ,2.00,22.90,20.00,-8.00,1,0,,0,0,,0.5,,25.82,84.83,7.62,35.29,1.80,3.00,29.50,0.23,9.17,6.91,100.00,100.00,14.76,12.20,0.00,0.00
NRDS,Nerdwallet Inc,Banking Services,9.10,-5.47,1.00,-29.00,0,0,,1,0,0,0.5,1,10.74,-1.41,-30.31,30.80,1.09,2.15,10.11,0.00,7.86,6.41,0.00,0.00,0.00,0.00,0.00,0.00
NTAP,NetApp Inc,"Computers, Phones & Household Electronics",88.00,-0.04,0.00,-13.00,1,1,0,1,0,1,0.5,1,6.25,-16.11,-20.57,18.49,3.12,20.36,14.59,66.71,114.33,12.39,11.61,7.07,4.75,4.49,2.08,7.39
NCPL,Netcapital Inc,Financial Technology (Fintech) & Infrastructure,2.05,-6.22,14.00,-78.00,0,0,,0,0,,,,-9.68,-14.97,-83.78,--,5.13,0.11,0.00,6.47,-27.53,-24.66,0.00,0.00,0.00,0.00,0.00,0.00
NTCL,NetClass Technology Inc,Miscellaneous Educational Service Providers,13.00,-72.81,89.00,0.00,0,0,,0,0,,,,-59.61,-30.41,0.00,--,9.89,27.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NTES,NetEase Inc (ADR),Software & IT Services,105.22,-3.05,5.00,10.00,1,0,,1,1,-1,1,1,5.51,22.89,9.92,17.05,5.06,3.78,15.37,6.23,23.88,16.67,18.38,4.33,9.32,6.56,2.32,0.00
NFLX,Netflix Inc,Software & IT Services,"1,110.38",0.85,18.00,96.00,1,1,1,1,1,1,1,1,1.68,21.42,68.50,56.13,12.58,21.05,20.19,38.46,40.84,18.37,28.54,21.22,13.99,12.16,0.00,0.00
NTGR,NetGear Inc,Communications & Networking,24.32,1.77,0.00,67.00,0,0,0,1,0,1,,1,24.98,15.68,109.95,36.74,1.28,1.61,27.12,0.00,4.78,3.09,73.63,66.67,2.43,5.04,0.00,0.00
NTCT,NetScout Systems Inc,Software & IT Services,21.11,0.56,-1.00,6.00,0,0,0,1,0,1,0,1,3.88,0.32,-1.32,--,2.02,1.08,0.00,0.00,-21.26,-15.35,2.25,3.96,1.27,2.93,0.00,0.00
NTWK,NetSol Technologies Inc,Software & IT Services,2.47,-3.87,4.00,-7.00,0,0,,0,0,-1,,,4.61,13.89,-6.42,130.62,0.50,0.90,11.25,18.02,0.75,2.23,0.00,0.00,0.00,0.00,0.00,0.00
NMRA,Neumora Therapeutics Inc,Biotechnology & Medical Research,0.76,7.81,-26.00,-92.00,-1,0,,0,0,,0.5,0,-10.09,-56.04,-93.24,--,0.00,0.51,0.00,0.00,-79.05,-73.01,0.00,0.00,0.00,0.00,0.00,0.00
NEUP,Neuphoria Therapeutics Inc,Biotechnology & Medical Research,5.39,31.43,-12.00,0.00,0,0,,0,0,,,,12.70,29.18,-60.70,--,17.67,0.74,0.00,0.23,-48.99,-36.80,0.00,0.00,0.00,0.00,0.00,0.00
NBIX,Neurocrine Biosciences Inc,Pharmaceuticals,106.46,-0.96,-6.00,-22.00,0,1,0,1,1,0,1,1,5.74,7.43,-22.39,40.38,4.89,4.65,35.26,0.00,12.43,8.54,19.45,61.32,13.83,14.87,0.00,0.00
NGNE,Neurogene Inc,Biotechnology & Medical Research,14.50,-6.87,6.00,-49.00,-1,0,,0,0,-1,1,,10.19,9.13,-49.42,--,278.15,0.92,0.00,0.02,-34.97,-31.67,-11.92,-5.64,-100.00,0.00,0.00,0.00
STIM,Neuronetics Inc,Healthcare Equipment & Supplies,4.45,-7.21,19.00,28.00,-1,0,,0,0,,1,1,-11.65,-12.95,53.58,--,2.94,7.41,0.00,58.33,-153.74,-39.50,73.72,50.00,100.63,10.70,0.00,0.00
NMTC,Neuroone Medical Technologies Corp,Healthcare Equipment & Supplies,0.63,-6.10,-24.00,-42.00,-1,0,,0,0,,0.5,1,-4.17,-42.41,-47.21,--,3.50,17.17,0.00,54.72,-265.18,-134.06,0.00,-14.29,136.32,38.85,0.00,0.00
NPCE,Neuropace Inc,Healthcare Equipment & Supplies,11.62,4.63,-6.00,-17.00,0,0,,0,0,,1,1,49.13,31.50,104.45,--,6.95,24.12,0.00,71.13,-128.49,-23.73,0.00,0.00,0.00,0.00,0.00,0.00
NRSN,Neurosense Therapeutics Ltd,Biotechnology & Medical Research,0.98,15.87,0.00,-19.00,-1,0,,0,0,,0.5,,37.07,38.99,6.96,--,0.00,13.13,0.00,0.00,0.00,-263.14,0.00,0.00,0.00,0.00,0.00,0.00
NCEW,New Century Logistics (BVI) Ltd,Freight & Logistics Services,2.36,-2.54,50.00,0.00,0,0,,0,0,,,,-54.97,-16.95,0.00,117.23,0.47,0.00,56.47,39.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NEHC,New Era Helium Inc,Oil & Gas,0.96,-9.61,-28.00,-91.00,0,0,,0,0,,,,-37.44,-79.02,-94.91,--,16.79,0.00,0.00,169.83,0.00,-182.17,0.00,0.00,0.00,0.00,0.00,0.00
NFE,New Fortress Energy Inc,Natural Gas Utilities,5.76,11.75,-38.00,-80.00,0,0,,0.5,0,-1,0.5,0,-55.14,-75.62,-90.35,--,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HOVR,New Horizon Aircraft Ltd,Aerospace & Defense,0.51,43.67,-2.00,-77.00,-1,0,,0,0,,,,56.08,78.40,-23.13,2.72,0.00,49.95,3.60,0.00,0.00,117.96,0.00,0.00,0.00,0.00,0.00,0.00
NMFC,New Mountain Finance Corp.,Collective Investments ,10.24,-1.22,-8.00,-20.00,0,0,,0.5,0,0,0,-1,-2.13,-7.71,-23.39,10.66,3.10,0.85,0.00,57.26,8.11,3.41,10.34,-1.56,-9.06,-2.93,12.42,0.15
NYMT,New York Mortgage Trust Inc,Residential & Commercial REITs,5.75,-10.15,-13.00,-20.00,-1,0,1,1,0,0,0.5,,8.50,5.20,-3.80,--,0.98,0.67,44.45,85.44,-0.57,0.27,0.00,-12.50,77.90,12.08,12.38,-24.21
NAMS,NewAmsterdam Pharma Company NV,Biotechnology & Medical Research,17.83,-2.25,-19.00,-20.00,-1,0,,0,0,,1,1,-1.76,0.75,-15.19,--,43.54,2.64,0.00,0.00,-31.51,-28.67,30.86,-10.17,-56.46,-15.81,0.00,0.00
NTWO,Newbury Street II Acquisition Corp,Holding Companies,10.11,0.00,0.00,0.00,0,0,,0,0,,,,-5.56,6.39,0.00,--,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NEGG,Newegg Commerce Inc,Software & IT Services,3.82,-24.80,-32.00,-77.00,0,0,,0,0,,,,33.98,-38.85,-76.75,--,0.09,1.02,0.00,6.25,-36.80,-9.56,0.00,0.00,0.00,0.00,0.00,0.00
NWL,Newell Brands Inc,Household Goods,5.11,-5.53,-22.00,-36.00,0,0,0,0.5,0,0,0.5,1,3.42,-13.15,-35.80,--,0.31,0.88,34.14,64.65,-8.46,-2.09,1.47,7.25,-2.98,1.50,4.96,-21.17
NIVF,NewGenIvf Group Ltd,Healthcare Providers & Services,0.31,-11.41,-63.00,-99.00,0,0,,0,0,,,,-31.04,-88.19,-98.97,--,0.00,0.00,0.00,9.44,-1.65,-1.50,0.00,0.00,0.00,0.00,0.00,0.00
NHIC,NewHold Investment Corp III,Holding Companies,9.97,-0.20,0.00,0.00,0,0,,0,0,,,,-5.55,0.00,0.00,--,0.00,0.00,0.00,137.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NMRK,Newmark Group Inc,Real Estate Operations,11.19,-10.06,-8.00,14.00,0,0,,0.5,0,0,1,1,-12.32,-24.09,-9.50,30.55,0.68,1.45,11.62,50.51,5.38,2.07,16.26,20.28,10.31,9.17,1.15,-21.00
NWSA,News Corp,Media & Publishing,26.92,-1.78,2.00,12.00,1,0,0,1,1,1,1,1,-3.28,0.36,-3.21,33.00,1.75,1.91,13.33,17.79,5.88,3.79,28.57,15.56,-13.80,0.34,0.72,0.00
NEWT,NewtekOne Inc,Banking Services,10.80,-4.46,-9.00,-2.00,1,0,,0.5,0,0,0,1,-7.33,-12.64,-25.72,5.64,0.96,1.00,5.61,85.20,18.95,2.77,13.27,5.86,73.67,16.83,7.09,-18.78
NWTG,Newton Golf Company Inc,Leisure Products,1.85,-12.62,32.00,-53.00,0,0,,0,0,,,,-9.14,-92.16,-98.95,--,1.89,1.27,0.00,0.00,-203.49,-163.98,0.00,0.00,0.00,0.00,0.00,0.00
NXL,Nexalin Technology Inc,Healthcare Equipment & Supplies,1.82,-2.42,-4.00,27.00,0,0,,0,0,,0.5,1,-38.59,-60.89,-4.42,--,158.58,6.94,0.00,0.00,-367.74,-298.36,0.00,0.00,0.00,0.00,0.00,0.00
NXGL,Nexgel Inc,Pharmaceuticals,2.53,-5.06,-12.00,14.00,0,0,,0,0,,0.5,,-19.98,-34.55,-12.28,--,1.68,3.31,0.00,15.41,-62.82,-31.07,0.00,0.00,0.00,0.00,0.00,0.00
NXST,Nexstar Media Group Inc,Media & Publishing,152.37,-2.63,-14.00,-4.00,0,0,1,1,0,0,1,1,6.63,16.15,-3.51,8.41,0.97,2.32,3.60,74.27,28.50,5.25,-36.99,92.81,-8.55,10.14,4.34,30.30
NXTT,Next Technology Holding Inc,Software & IT Services,0.30,-3.15,-2.00,-93.00,0,0,,0,0,,,,664.76,102.84,-49.10,--,596.23,2.55,5.51,0.39,80.54,70.19,0.00,0.00,0.00,0.00,0.00,0.00
NXTC,NextCure Inc,Biotechnology & Medical Research,0.46,20.66,-8.00,-66.00,-1,0,,0,0,,0.5,,11.38,-30.69,-72.12,--,0.00,0.25,0.00,0.00,-63.94,-54.33,0.00,0.00,0.00,0.00,0.00,0.00
NEXT,Nextdecade Corp,Construction & Engineering,7.68,-3.51,-8.00,15.00,-1,0,,1,1,0,0.5,1,-7.73,-6.37,-12.57,--,0.00,6.40,0.00,72.52,-43.50,-2.79,-645.83,-34.64,0.00,0.00,0.00,0.00
NN,Nextnav Inc,"Computers, Phones & Household Electronics",12.25,-5.30,-9.00,25.00,-1,0,,1,0,0,,1,2.14,8.25,58.74,--,276.53,259.01,0.00,97.01,-412.45,-59.34,0.00,0.00,0.00,0.00,0.00,0.00
NXXT,NextNRG Inc,Oil & Gas,3.20,7.52,-8.00,31.00,0,0,,0,0,,,1,-8.34,18.80,-52.37,--,14.04,10.03,0.00,78.40,0.00,-180.96,0.00,0.00,0.00,0.00,0.00,0.00
NXPL,NextPlat Corp,Telecommunications Services,0.55,9.22,-32.00,-52.00,0,0,,0,0,,,,7.91,-34.02,-49.80,--,0.26,0.65,0.00,4.80,-49.11,-45.41,0.00,0.00,0.00,0.00,0.00,0.00
NXT,Nextracker Inc,Renewable Energy,43.20,-8.99,1.00,0.00,1,0,0,1,0,1,1,1,24.26,21.22,-4.72,16.21,2.76,5.01,15.38,0.00,39.33,18.11,-7.58,10.51,12.32,10.40,0.00,0.00
NTRP,NextTrip Inc,Hotels & Entertainment Services,2.25,-5.84,-58.00,-15.00,0,0,,0,0,,,,-20.02,-48.39,-26.83,--,0.00,0.00,0.00,159.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NEXN,Nexxen International Ltd - ADR,Media & Publishing,9.70,-5.43,26.00,73.00,0,0,,0,0,,1,,10.86,25.41,66.37,21.06,1.90,1.35,7.74,6.55,6.60,4.06,0.00,0.00,0.00,0.00,0.00,0.00
NODK,NI Holdings Inc,Insurance,12.65,-0.08,-11.00,-15.00,1,0,,0,0,,,,-7.27,-7.69,-24.00,43.96,0.82,1.04,38.37,0.07,2.40,1.02,0.00,0.00,0.00,0.00,0.00,0.00
NAGE,Niagen Bioscience Inc,Biotechnology & Medical Research,7.62,-3.24,9.00,115.00,0,0,,0,0,,1,1,29.25,86.82,191.15,58.99,7.42,14.40,53.72,0.02,33.47,20.83,9.09,75.00,23.00,21.72,0.00,0.00
NICE,Nice Ltd (ADR),Software & IT Services,156.17,0.31,0.00,-31.00,0,0,,1,1,-1,1,1,-1.81,10.18,-25.32,22.70,3.71,2.92,15.56,11.60,13.31,9.06,10.97,9.81,6.89,7.23,0.00,0.00
NB,NioCorp Developments Ltd,Metals & Mining,2.72,2.56,29.00,17.00,-1,0,,0,0,,0.5,,-19.53,12.70,0.01,--,0.00,15.04,0.00,0.00,-319.77,-49.30,-12.50,-22.22,0.00,0.00,0.00,0.00
NIPG,NIP Group Inc (ADR),Hotels & Entertainment Services,1.85,3.08,0.00,0.00,0,0,,0,0,,,,-34.13,-50.42,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
